user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at,tenure_days,total_sessions,unique_titles_watched,total_watch_minutes,avg_watch_duration,avg_progress,pct_completed,download_sessions,first_watch_date,last_watch_date,active_watch_days,avg_imdb_watched,unique_genres,pct_originals,sessions_per_active_day,watch_span_days,sessions_per_month,watch_minutes_per_month,days_since_last_watch,review_count,avg_review_rating,avg_sentiment,pct_positive_reviews,last_review_date,last_positive_review_date,days_since_last_review,days_since_last_positive_review,rec_count,rec_click_rate,avg_rec_score,last_rec_date,days_since_last_rec,last_rec_click_date,days_since_last_rec_click,search_count,search_click_rate,avg_click_position,avg_search_duration,first_search_date,last_search_date,active_search_days,search_span_days,days_since_last_search,searches_per_month,searches_per_active_day,last_search_click_date,days_since_last_search_click,has_watch_history,has_reviews,has_recs,has_searches
user_00011,kristenaguirre@example.org,Collin,Gomez,67.0,Female,USA,Ohio,Shieldston,Basic,2022-10-07,True,556.13,Desktop,2.0,2024-12-27 07:05:50.526519,369,13,13,726.4,55.87692307692308,41.26153846153846,0.15384615384615385,1,2024-01-26,2025-12-06,13,6.553846153846154,12,0.46153846153846156,1.0,681,0.5726872246696035,32.0,25,1.0,5.0,0.829,1.0,2024-07-14,2024-07-14,535.0,535.0,5.0,0.4,0.538,2025-01-20,345.0,2025-01-20,345.0,0.0,0.0,0.0,0.0,,,0.0,,9999.0,0.0,0.0,,9999.0,1,1,1,0
user_00012,jamesherrera@example.org,Isaiah,Wright,41.0,Female,USA,Missouri,Mortonside,Premium,2022-09-26,True,29.23,Tablet,2.0,2025-06-29 19:39:28.228369,185,15,15,699.9,46.66,44.63333333333333,0.2,3,2024-03-04,2025-10-01,15,6.53,11,0.4,1.0,577,0.779896013864818,36.38994800693241,91,0.0,0.0,0.0,0.0,,,9999.0,9999.0,4.0,0.25,0.67225,2025-09-14,108.0,2025-09-14,108.0,5.0,0.8,6.75,21.119999999999997,2024-04-26,2025-12-23,5.0,607.0,8.0,0.2471169686985173,1.0,2025-12-23,8.0,1,0,1,1
user_00013,richardolson@example.com,Franklin,Galloway,32.0,Female,USA,Ohio,Mitchellside,Basic,2023-01-18,True,18.68,Gaming Console,3.0,2023-03-29 14:38:00.334657,1008,11,11,823.5,74.86363636363636,46.300000000000004,0.18181818181818182,0,2024-03-23,2025-12-08,11,6.240909090909091,7,0.36363636363636365,1.0,626,0.5271565495207667,39.46485623003195,23,2.0,3.5,0.601,0.5,2025-11-29,2025-11-29,32.0,32.0,1.0,0.0,0.474,2024-12-08,388.0,,9999.0,5.0,0.4,5.0,25.56,2024-03-13,2025-12-19,5.0,647.0,12.0,0.23183925811437403,1.0,2025-12-19,12.0,1,1,1,1
user_00014,adkinsbrian@example.net,Wesley,Brown,22.0,Male,USA,Pennsylvania,North Brooke,Basic,2023-10-18,True,25.19,Laptop,2.0,2024-04-28 09:41:18.589372,612,12,12,818.8,68.23333333333333,60.050000000000004,0.25,3,2024-02-09,2025-11-17,12,5.966666666666666,9,0.25,1.0,648,0.5555555555555555,37.907407407407405,44,2.0,3.0,0.5265,0.5,2025-06-15,2025-06-15,199.0,199.0,4.0,0.0,0.42350000000000004,2025-11-09,52.0,,9999.0,4.0,0.25,6.0,25.475,2024-06-03,2025-08-26,4.0,450.0,127.0,0.26666666666666666,1.0,2024-09-10,477.0,1,1,1,1
user_00015,barnesbrandy@example.net,Sarah,Santiago,45.0,Female,Canada,Alberta,West Randy,Basic,2023-12-16,False,5.14,Mobile,3.0,2022-08-13 06:39:47.240847,1236,9,9,530.2,58.91111111111112,47.18888888888889,0.2222222222222222,0,2024-07-25,2025-08-18,9,7.211111111111112,9,0.4444444444444444,1.0,390,0.6923076923076923,40.784615384615385,135,1.0,4.0,0.8000850395532806,1.0,2024-11-08,2024-11-08,418.0,418.0,7.0,0.0,0.6075714285714285,2025-05-11,234.0,,9999.0,2.0,0.5,4.0,16.9,2025-04-21,2025-10-28,2.0,191.0,64.0,0.31413612565445026,1.0,2025-10-28,64.0,1,1,1,1
user_00016,medinawilliam@example.org,Nicole,Wood,50.0,Female,USA,Pennsylvania,Bassport,Standard,2024-08-02,True,3.36,Laptop,1.0,2025-05-20 00:20:29.058670,225,8,8,373.1,46.6375,53.9,0.25,2,2024-05-12,2025-09-20,8,5.9625,8,0.0,1.0,497,0.482897384305835,22.521126760563384,102,2.0,2.5,0.3445,0.0,2025-08-16,,137.0,9999.0,3.0,0.0,0.523,2025-04-14,261.0,,9999.0,3.0,0.3333333333333333,2.0,22.166666666666668,2024-03-20,2025-06-19,3.0,457.0,195.0,0.19693654266958427,1.0,2024-07-26,523.0,1,1,1,1
user_00017,josephpreston@example.net,Joseph,Robbins,25.0,Female,USA,Indiana,Williamview,Premium,2022-11-11,True,14.69636161423578,Smart TV,1.0,2025-01-27 19:17:27.125271,338,10,9,583.6,58.36,47.489999999999995,0.3,4,2024-04-30,2025-12-10,10,6.08,8,0.2,1.0,590,0.5084745762711864,29.67457627118644,21,2.0,3.5,0.728,0.5,2024-12-13,2024-12-13,383.0,383.0,3.0,0.6666666666666666,0.5043333333333333,2025-11-03,58.0,2025-10-25,67.0,1.0,1.0,10.0,31.9,2024-01-29,2024-01-29,1.0,1.0,702.0,30.0,1.0,2024-01-29,702.0,1,1,1,1
user_00018,cookdavid@example.com,Joyce,Hoffman,36.0,Female,USA,Tennessee,Lake Rebeccaside,Basic,2025-02-01,True,8.78,Laptop,6.0,2023-11-16 23:54:48.504059,776,8,8,392.0,49.0,49.875,0.375,1,2024-04-16,2025-10-31,8,6.825,7,0.375,1.0,564,0.425531914893617,20.851063829787233,61,4.0,3.5,0.5752712598883202,0.5,2025-12-06,2025-06-27,25.0,187.0,1.0,0.0,0.149,2025-08-09,144.0,,9999.0,2.0,0.5,4.0,9.0,2024-01-05,2025-04-23,2.0,475.0,252.0,0.12631578947368421,1.0,2025-04-23,252.0,1,1,1,1
user_00019,michael05@example.org,Elizabeth,Deleon,26.0,Other,USA,Ohio,East Michelle,Premium,2025-03-25,True,10.28,Mobile,7.0,2023-02-15 14:23:22.312820,1050,15,15,1225.2,81.68,53.193333333333335,0.13333333333333333,3,2024-01-25,2025-12-10,14,6.54,10,0.26666666666666666,1.0714285714285714,686,0.6559766763848396,53.5801749271137,21,3.0,4.666666666666667,0.8296666666666667,1.0,2025-02-26,2025-02-26,308.0,308.0,4.0,0.0,0.6185,2025-07-10,174.0,,9999.0,4.0,0.5,5.5,27.2,2024-02-23,2025-12-19,4.0,666.0,12.0,0.1801801801801802,1.0,2025-12-19,12.0,1,1,1,1
user_00020,vpham@example.org,Erik,Reyes,31.0,Female,USA,Indiana,Walkermouth,Premium+,2023-07-02,True,11.32,Tablet,2.983963344788087,2023-04-04 07:58:29.582072,1002,10,10,633.8,63.379999999999995,51.81,0.3,0,2024-03-29,2025-12-17,10,5.779999999999999,9,0.2,1.0,629,0.47694753577106525,30.22893481717011,14,1.0,5.0,0.601,1.0,2024-04-10,2024-04-10,630.0,630.0,6.0,0.0,0.3421666666666667,2025-11-10,51.0,,9999.0,1.0,1.0,10.0,42.0,2024-06-05,2024-06-05,1.0,1.0,574.0,30.0,1.0,2024-06-05,574.0,1,1,1,1
user_00021,emurphy@example.com,Darlene,Frazier,38.0,Female,Canada,Alberta,North Natalieview,Basic,2024-04-29,True,17.24,Laptop,3.0,2022-09-13 23:45:07.830930,1205,9,9,430.20000000000005,47.800000000000004,64.11111111111111,0.1111111111111111,1,2024-05-07,2025-02-19,9,5.5,9,0.2222222222222222,1.0,289,0.9342560553633218,44.65743944636679,315,1.0,3.0,0.554,0.0,2024-06-05,,574.0,9999.0,2.0,0.0,0.302,2025-08-04,149.0,,9999.0,2.0,0.0,0.0,24.75,2025-05-04,2025-06-29,2.0,57.0,185.0,1.0526315789473684,1.0,,9999.0,1,1,1,1
user_00022,jessica56@example.net,Paul,Scott,33.0,Male,USA,Florida,New Saraside,Premium+,2023-09-05,True,14.71391206313416,Gaming Console,2.0,2025-06-07 18:30:35.952797,207,13,13,783.5,60.26923076923077,46.5,0.23076923076923078,3,2024-05-10,2025-12-05,13,6.449999999999999,11,0.5384615384615384,1.0,575,0.6782608695652174,40.87826086956522,26,0.0,0.0,0.0,0.0,,,9999.0,9999.0,4.0,0.25,0.58425,2025-08-12,141.0,2025-08-12,141.0,2.0,0.5,3.0,18.25,2024-07-05,2025-11-28,2.0,512.0,33.0,0.1171875,1.0,2024-07-05,544.0,1,0,1,1
user_00023,elizabeth14@example.net,Elizabeth,Powell,40.0,Female,Canada,New Brunswick,East Robert,Basic,2024-08-13,True,14.469886813808715,Gaming Console,3.0,2024-06-07 12:03:36.120220,572,16,16,1820.8,113.8,52.925,0.5,4,2024-01-16,2025-12-19,16,5.5375,13,0.25,1.0,704,0.6818181818181819,77.5909090909091,12,1.0,5.0,0.8000850395532806,1.0,2024-06-02,2024-06-02,577.0,577.0,5.0,0.2,0.6799999999999999,2025-10-28,64.0,2025-10-28,64.0,3.0,1.0,7.666666666666667,8.733333333333333,2025-05-11,2025-11-15,3.0,189.0,46.0,0.4761904761904762,1.0,2025-11-15,46.0,1,1,1,1
user_00024,akelley@example.com,Jason,Marshall,36.26964112512124,Female,Canada,British Columbia,New Thomas,Standard,2024-07-24,True,23.83,Desktop,2.0,2024-02-18 20:40:39.992692,682,10,10,1202.1000000000001,120.21000000000001,37.63,0.2,3,2024-10-23,2025-12-11,9,6.545,8,0.5,1.1111111111111112,415,0.7228915662650602,86.8987951807229,20,2.0,4.0,0.7809999999999999,1.0,2025-03-25,2025-03-25,281.0,281.0,5.0,0.0,0.709,2025-08-24,129.0,,9999.0,1.0,0.0,0.0,16.4,2024-10-11,2024-10-11,1.0,1.0,446.0,30.0,1.0,,9999.0,1,1,1,1
user_00025,cardenaskaren@example.net,Jeffrey,Hernandez,36.0,Male,USA,New York,South Cheryl,Premium+,2023-12-14,False,11.97,Tablet,2.983963344788087,2024-09-28 04:14:08.236240,459,8,8,759.1,94.8875,46.775,0.625,2,2024-03-10,2025-03-02,8,6.575,7,0.25,1.0,358,0.6703910614525139,63.61173184357542,304,3.0,4.0,0.9126950131844268,1.0,2024-12-12,2024-12-12,384.0,384.0,6.0,0.3333333333333333,0.3041666666666667,2025-08-29,124.0,2025-04-20,255.0,5.0,0.0,0.0,29.360000000000003,2024-06-15,2025-12-03,5.0,537.0,28.0,0.2793296089385475,1.0,,9999.0,1,1,1,1
user_00026,jross@example.net,Patricia,Osborne,60.0,Prefer not to say,Canada,Ontario,Port Susan,Basic,2022-09-26,True,36.53,Smart TV,2.0,2025-05-04 08:39:28.102260,241,9,9,550.6,61.17777777777778,51.77777777777778,0.2222222222222222,4,2024-03-12,2025-12-30,9,5.666666666666667,9,0.4444444444444444,1.0,659,0.409711684370258,25.065250379362674,1,2.0,4.0,0.8525425197766403,1.0,2025-07-09,2025-07-09,175.0,175.0,4.0,0.0,0.49875,2025-12-14,17.0,,9999.0,5.0,0.2,3.0,12.42,2024-01-05,2025-10-10,5.0,645.0,82.0,0.23255813953488372,1.0,2025-04-12,263.0,1,1,1,1
user_00027,danderson@example.net,Stephanie,Salazar,37.0,Female,USA,Michigan,Merrittfort,Basic,2023-05-13,True,17.72,Mobile,2.0,2025-02-08 07:48:05.283475,326,11,11,615.0,55.90909090909091,44.77272727272727,0.45454545454545453,0,2024-01-14,2025-10-05,11,6.6,10,0.2727272727272727,1.0,631,0.5229793977812995,29.23930269413629,87,3.0,4.0,0.6876666666666668,0.6666666666666666,2025-02-25,2025-02-25,309.0,309.0,1.0,0.0,0.401,2024-03-10,661.0,,9999.0,1.0,0.0,0.0,24.7,2025-10-03,2025-10-03,1.0,1.0,89.0,30.0,1.0,,9999.0,1,1,1,1
user_00028,rsims@example.com,Jennifer,Nelson,36.26964112512124,Male,USA,Indiana,East Edwardfurt,Standard,2024-09-14,True,41.44,Laptop,3.0,2023-10-31 15:35:20.997207,792,20,19,1244.8,62.239999999999995,63.175,0.15,4,2024-01-24,2025-10-07,20,6.865,13,0.15,1.0,623,0.9630818619582665,59.9422150882825,85,3.0,4.0,0.653,0.6666666666666666,2025-06-08,2025-06-08,206.0,206.0,4.0,0.25,0.46950000000000003,2025-08-16,137.0,2025-08-16,137.0,3.0,0.0,0.0,9.066666666666668,2024-02-10,2024-04-22,3.0,73.0,618.0,1.2328767123287672,1.0,,9999.0,1,1,1,1
user_00029,nperry@example.com,Rebecca,Gates,28.0,Female,USA,Washington,Smithstad,Basic,2024-11-04,True,12.06,Gaming Console,2.0,2024-03-14 19:25:44.085539,657,8,8,381.3,47.6625,46.2,0.125,2,2024-05-17,2025-09-22,8,6.3125,6,0.125,1.0,494,0.4858299595141701,23.15587044534413,100,3.0,2.0,0.308,0.0,2025-09-01,,121.0,9999.0,7.0,0.2857142857142857,0.44185714285714284,2024-12-11,385.0,2024-08-06,512.0,3.0,0.6666666666666666,5.0,12.4,2024-12-14,2025-10-15,3.0,306.0,77.0,0.29411764705882354,1.0,2025-10-15,77.0,1,1,1,1
user_00030,brobinson@example.com,Paul,Ramsey,24.0,Unknown,USA,Indiana,New Amanda,Premium,2024-05-11,True,10.17,Laptop,4.0,2022-11-03 01:16:54.703949,1154,10,10,549.3,54.92999999999999,62.260000000000005,0.4,3,2024-05-17,2025-12-04,10,5.37,8,0.2,1.0,567,0.5291005291005292,29.063492063492063,27,1.0,4.0,0.778,1.0,2025-10-12,2025-10-12,80.0,80.0,5.0,0.2,0.441,2025-12-13,18.0,2024-04-07,633.0,1.0,1.0,7.0,33.4,2024-05-30,2024-05-30,1.0,1.0,580.0,30.0,1.0,2024-05-30,580.0,1,1,1,1
user_00031,michellewhite@example.com,Mark,Murphy,26.0,Male,USA,Massachusetts,Karenchester,Premium+,2025-02-02,True,18.19,Tablet,2.0,2022-08-24 07:25:10.816748,1225,7,7,473.6,67.65714285714286,41.300000000000004,0.14285714285714285,1,2024-05-23,2025-12-26,7,6.542857142857143,7,0.5714285714285714,1.0,583,0.3602058319039451,24.370497427101203,5,0.0,0.0,0.0,0.0,,,9999.0,9999.0,13.0,0.23076923076923078,0.4490769230769231,2025-12-19,12.0,2025-12-10,21.0,1.0,1.0,2.0,15.5,2024-09-10,2024-09-10,1.0,1.0,477.0,30.0,1.0,2024-09-10,477.0,1,0,1,1
user_00032,jeffrey10@example.org,James,Howell,56.0,Male,USA,Pennsylvania,South Elizabeth,Premium+,2023-12-24,True,7.49,Gaming Console,4.0,2024-11-20 09:01:33.486190,406,10,10,365.8,36.58,60.96,0.2,1,2024-01-11,2025-11-15,10,7.209999999999999,8,0.4,1.0,675,0.4444444444444444,16.25777777777778,46,2.0,4.5,0.8220425197766403,1.0,2024-11-28,2024-11-28,398.0,398.0,6.0,0.3333333333333333,0.594,2025-10-31,61.0,2025-10-31,61.0,5.0,0.6,7.0,21.18,2024-05-13,2025-05-28,5.0,381.0,217.0,0.3937007874015748,1.0,2024-07-23,526.0,1,1,1,1
user_00033,stricklandfrank@example.com,Beth,Johnston,60.0,Male,USA,California,Davidborough,Standard,2024-05-11,True,27.09,Smart TV,2.0,2022-11-22 17:25:08.782042,1135,13,13,692.9,53.3,57.99230769230769,0.46153846153846156,3,2024-04-22,2025-11-14,13,6.699999999999999,10,0.15384615384615385,1.0,572,0.6818181818181819,36.34090909090909,47,1.0,5.0,0.628,1.0,2024-07-16,2024-07-16,533.0,533.0,5.0,0.0,0.5876,2025-11-03,58.0,,9999.0,2.0,0.5,2.0,31.1,2025-06-13,2025-12-18,2.0,189.0,13.0,0.31746031746031744,1.0,2025-12-18,13.0,1,1,1,1
user_00034,hoganashlee@example.org,Amanda,Jones,32.0,Unknown,USA,Massachusetts,Port Robertfort,Standard,2023-11-20,True,15.046033322652995,Gaming Console,2.857142857142857,2024-06-29 11:51:05.196326,550,9,9,480.2,53.355555555555554,48.0,0.2222222222222222,2,2024-02-14,2025-12-12,9,5.800000000000001,7,0.4444444444444444,1.0,668,0.4041916167664671,21.565868263473053,19,1.0,4.0,0.89,1.0,2025-03-29,2025-03-29,277.0,277.0,4.0,0.0,0.50375,2025-10-23,69.0,,9999.0,1.0,0.0,0.0,13.4,2024-06-01,2024-06-01,1.0,1.0,578.0,30.0,1.0,,9999.0,1,1,1,1
user_00035,ryangross@example.net,Christina,Marshall,31.0,Male,USA,Pennsylvania,Melissaland,Premium+,2025-03-25,True,19.52,Desktop,1.0,2024-11-02 09:10:36.699629,424,8,8,386.2,48.275,35.1,0.375,0,2024-01-06,2025-10-28,8,6.2375,7,0.375,1.0,662,0.36253776435045315,17.501510574018127,64,2.0,2.0,0.364,0.0,2024-10-24,,433.0,9999.0,6.0,0.16666666666666666,0.4226666666666667,2025-09-14,108.0,2024-11-25,401.0,2.0,0.5,10.0,31.700000000000003,2024-05-12,2024-12-07,2.0,210.0,389.0,0.2857142857142857,1.0,2024-12-07,389.0,1,1,1,1
user_00036,anthony52@example.com,Michael,Peterson,36.0,Other,USA,Texas,New Stacyland,Premium,2024-09-29,True,9.74,Smart TV,2.868884540117417,2024-04-02 09:18:58.427107,638,4,4,303.2,75.8,46.575,0.25,2,2024-04-09,2025-01-01,4,6.9125,3,0.5,1.0,268,0.44776119402985076,33.940298507462686,364,1.0,5.0,0.674,1.0,2024-04-18,2024-04-18,622.0,622.0,4.0,0.5,0.44275000000000003,2024-08-17,501.0,2024-08-17,501.0,4.0,0.75,5.0,14.0,2024-04-05,2025-03-14,4.0,344.0,292.0,0.3488372093023256,1.0,2025-03-14,292.0,1,1,1,1
user_00037,fbrewer@example.com,Christopher,Sullivan,41.0,Male,Canada,British Columbia,Elizabethstad,Standard,2024-03-30,True,27.56,Desktop,1.0,2023-11-12 07:17:05.453596,780,7,7,328.70000000000005,46.95714285714286,42.199999999999996,0.42857142857142855,1,2024-08-27,2025-10-01,7,6.3999999999999995,7,0.14285714285714285,1.0,401,0.5236907730673317,24.591022443890278,91,0.0,0.0,0.0,0.0,,,9999.0,9999.0,10.0,0.2,0.46580000000000005,2025-09-07,115.0,2024-03-30,641.0,3.0,0.6666666666666666,6.0,12.733333333333334,2024-10-28,2025-10-11,3.0,349.0,81.0,0.25787965616045844,1.0,2025-10-11,81.0,1,0,1,1
user_00038,jacqueline44@example.com,David,Stewart,21.0,Female,USA,Indiana,East Joanna,Standard,2024-10-04,True,37.01,Mobile,2.857142857142857,2025-07-12 10:27:16.332097,172,9,9,424.1,47.12222222222223,58.28888888888889,0.2222222222222222,3,2024-07-20,2025-11-12,9,7.311111111111111,7,0.3333333333333333,1.0,481,0.5613305613305613,26.45114345114345,49,1.0,5.0,0.745,1.0,2025-10-09,2025-10-09,83.0,83.0,2.0,0.0,0.673,2025-05-26,219.0,,9999.0,3.0,0.3333333333333333,9.0,21.266666666666666,2024-04-02,2025-04-18,3.0,382.0,257.0,0.23560209424083772,1.0,2024-04-02,638.0,1,1,1,1
user_00039,jeremy24@example.org,Joshua,Tran,40.0,Female,USA,New York,Garciatown,Standard,2023-12-29,True,15.046033322652995,Tablet,2.0,2023-08-11 09:19:52.502317,873,11,11,603.5,54.86363636363637,30.7,0.36363636363636365,5,2024-01-03,2025-11-20,11,5.845454545454545,7,0.09090909090909091,1.0,688,0.4796511627906977,26.315406976744185,41,4.0,2.5,0.3875,0.0,2025-11-01,,60.0,9999.0,11.0,0.18181818181818182,0.6030909090909091,2025-08-28,125.0,2025-08-28,125.0,3.0,0.0,0.0,26.166666666666668,2024-08-02,2025-11-26,3.0,482.0,35.0,0.18672199170124482,1.0,,9999.0,1,1,1,1
user_00040,shelley71@example.org,Travis,Hernandez,48.0,Female,USA,Ohio,East Davidchester,Standard,2024-11-29,True,15.84,Tablet,1.0,2023-12-09 16:59:49.098027,753,8,8,447.7,55.9625,50.45,0.5,0,2024-02-10,2025-05-03,8,5.75,6,0.5,1.0,449,0.5345211581291759,29.913140311804007,242,1.0,5.0,0.608,1.0,2024-01-03,2024-01-03,728.0,728.0,6.0,0.0,0.6645,2025-06-16,198.0,,9999.0,1.0,0.0,0.0,22.8,2025-11-19,2025-11-19,1.0,1.0,42.0,30.0,1.0,,9999.0,1,1,1,1
